"","station","river","longitude","latitude","Yslopezyp","Yinterceptzyp","Ysigzyp","Yslopelm","Yintlm","Wslopezyp","Winterceptzyp","Wsigzyp","Wslopelm","Wintlm","Spslopezyp","Spinterceptzyp","Spsigzyp","Spslopelm","Spintlm","Sslopezyp","Sinterceptzyp","Ssigzyp","Sslopelm","Sintlm","Aslopezyp","Ainterceptzyp","Asigzyp","Aslopelm","Aintlm"
"11","EBERSTADT","MODAU",8.627985,49.813865,-0.00390588235294118,8.10253725490196,0.0620326139032841,-0.00400158827343443,8.30071393125668,-0.00255555555555556,5.56312222222222,0.306985795497894,-0.00195934207840949,4.42512220277668,-0.00692222222222224,14.4515888888889,0.0743688941001892,-0.00702258801516394,14.6744006783666,-0.00761666666666667,15.6235083333333,0.000767211662605405,-0.00861319419234467,17.6323265973489,-0.00441754385964912,9.13986842105263,0.0547889657318592,-0.00441956065113064,9.17345225083655
"12","LORSCH","WESCHNITZ",8.571186,49.668736,-0.0177047619047619,36.5306857142857,0.0181023478507996,-0.0196564642375168,40.5029506432747,-0.0187666666666667,39.1137,0.0783965140581131,-0.0071568690958165,16.2698428609987,-0.028,58.3233333333334,0.0702408701181412,-0.0355163292847506,73.5205901934329,-0.025551724137931,52.5686689655172,0.0702408701181412,-0.027557624831309,56.678726585695,-0.0150543209876543,31.3417111111111,0.119016230106354,-0.0115689743589739,24.5112239316231
"13","MAXAU","RHINE RIVER",8.305563,49.038985,-3.41428571428572,7453.06666666667,0.326785802841187,-4.12091767881241,8907.75204678362,-1.15757575757576,3078.30303030303,0.939871430397034,-0.828502024291483,2422.23024741338,0.831578947368425,-844.15087719299,0.762861132621765,0.247395411605934,345.69977507873,-5.53518518518518,12159.4037037037,0.0469932667911053,-6.18856950067503,13507.3919928031,-3.4,7608.53333333333,0.563056409358978,-3.4873414304992,7767.10850202403
"14","KLEINHEUBACH","MAIN",9.224584,49.716475,-0.105098039215686,271.522352941177,0.95989316701889,-0.0529757085020184,170.764595141689,0.145555555555556,-200.066666666667,0.61505126953125,0.224160593792171,-347.650360323884,-0.947333333333333,2020.13666666667,0.102185882627964,-0.916796221322588,1977.80457939731,-0.279487179487179,637.230769230769,0.37884122133255,-0.372758434547922,827.356356275331,0.196666666666668,-322.960000000002,0.48141622543335,0.183925775978424,-298.214116059413
"15","STEIN","KOCHER",9.287113,49.258277,-0.0202777777777778,45.6038333333333,0.19105039536953,-0.0177677462887996,41.100938506524,0.0489666666666666,-88.3405333333333,0.563056468963623,0.0614388663967604,-111.849405038235,-0.0754285714285715,163.615238095238,0.125085681676865,-0.119618488529022,254.218019793087,-0.0696666666666667,146.891,0.0593238435685635,-0.0852900134952789,178.897069725601,-0.00842424242424242,22.1899393939394,0.632840692996979,-0.00133063427800376,8.56176428250325
"16","TRUNSTADT","MAIN",10.75521,49.929698,0.262795698924731,-480.496129032258,0.208684682846069,0.293569500674771,-538.600987404422,0.454722222222222,-843.516111111111,0.0207099914550781,0.474009446693663,-876.935653171403,-0.337222222222223,753.696111111112,0.199725389480591,-0.391618083670743,870.261979307298,0.257777777777779,-460.142222222224,0.208684682846069,0.141649122807017,-225.590211426,0.48962962962963,-928.377777777778,0.0287052392959595,0.488978407557374,-926.707413405346
"17","FRANKFURT OSTHAFEN","MAIN",8.714986,50.105773,-0.557222222222222,1182.08388888889,0.513279914855957,-0.504095816464239,1080.413520018,-0.543809523809524,1180.9180952381,0.365371525287628,-0.403754385964925,916.633222672091,-2.35761904761905,4846.36523809524,0.00769325206056237,-2.479431848853,5109.83412505642,-1.03407407407407,2154.08,0.0560136325657368,-1.06195141700408,2214.54488529021,-0.320246913580247,717.403703703703,0.650845050811768,-0.262251012145748,602.656725146197
"18","HANAU","KINZIG",8.945812,50.132082,0.0058,-8.74100000000001,0.151801466941833,0.00359878542510183,-4.23433103913754,0.00395833333333331,-3.05574999999996,0.546208381652832,0.0163958164642371,-27.2748097615826,-0.0509032258064516,107.504903225806,0.174538046121597,-0.045059919028342,96.6825730994192,-0.00806666666666667,19.6452666666667,0.782101154327393,-0.0151062078272596,33.7699712100748,0.00565333333333333,-8.3952,0.247429609298706,0.00266585695006925,-2.19950877193338
"19","HARRESHAUSEN","GERSPRENZ",8.984184,49.973683,-0.0115416666666667,23.9583916666667,0.0783965140581131,-0.0122424021592442,25.3553243094916,-0.00614047619047619,13.8448809523809,0.481416165828705,-0.00576854251012172,13.2367386999555,-0.0197777777777778,41.812,0.137945666909218,-0.0230895006747643,48.5782526315799,-0.0218758620689655,44.8958206896552,0.0169098563492298,-0.0221105802968963,45.4373725596047,-0.0113666666666667,23.658,0.125085681676865,-0.0109983265856947,22.9531813765176
"20","LEUN NEU","LAHN",8.355248,50.545162,-0.0468571428571429,101.83,0.097016803920269,-0.064835087719297,137.943801889336,-0.0332345679012345,82.502074074074,0.465897381305695,-0.0653242914979783,147.327121952322,-0.22384126984127,467.009206349207,0.00960282888263464,-0.24188326585696,504.341420602809,-0.111727272727273,233.144060606061,0.00415176851674914,-0.137135222672062,284.506684660364,-0.0452463768115942,99.0979710144928,0.268584728240967,-0.0402215924426421,89.4035438596432
"21","MARBURG","LAHN",8.764489,50.798716,-0.03,63.7013333333333,0.0560136325657368,-0.0312029689608635,66.2489913630225,-0.0192463768115942,45.128347826087,0.227469503879547,-0.0360151147098529,79.6019066126882,-0.11024,228.514746666667,0.00661695096641779,-0.113535762483135,235.761114709861,-0.0517777777777778,108.078,0.0346795842051506,-0.0564376518218613,117.581337831757,-0.0287936507936508,61.5775238095239,0.144746616482735,-0.0230993252361668,50.3684453441285
"22","ASSLAR","DILL",8.464053,50.582265,-0.00317142857142857,7.66224761904762,0.979940176010132,-0.00605732793522253,13.4649814484928,-0.0133333333333333,30.1833333333333,0.392612338066101,-0.0181286099865055,40.082817858751,-0.0527555555555555,110.045777777778,0.0305898506194353,-0.0605545209176815,126.107947818269,-0.0187641025641026,39.3152461538461,0.0269214194267988,-0.0262224291497971,54.3133369320728,-0.00272222222222222,6.79272222222222,0.95989316701889,0.00205317139001394,-2.55695474583984
"23","GIESSEN","ARGEN",9.595917,47.627989,-0.0453,96.0802666666667,0.0469932667911053,-0.0369739541160594,79.4875154745839,0.0025238095238095,3.20852380952386,0.597485423088074,0.0299472334682865,-50.8408615834466,-0.0423703703703703,93.4607407407407,0.182655915617943,-0.051951956815119,113.640768331093,-0.0464646464646465,99.4415959595959,0.237301290035248,-0.0353153846153867,78.2380170940213,-0.0102666666666668,26.4488000000002,0.979940176010132,0.00971578947368584,-12.584553306346
"24","GERBERTSHAUS","SCHUSSEN",9.534877,47.672577,-0.02075,45.463,0.208684682846069,-0.0206056680161946,45.2579098515525,-0.0236296296296296,53.2487407407408,0.352204918861389,-0.017886639676114,42.1870337381928,-0.0518933333333333,110.203386666667,0.00892389286309481,-0.0587228070175481,124.282229419712,-0.0265714285714286,57.946,0.19105039536953,-0.0257275303643746,56.870496626185,-0.000787878787878782,6.10654545454544,0.840580940246582,-0.00295330634278049,10.5999289248772
"25","BEUTELSAU","UNTERE ARGEN",9.81745,47.70835,-0.011,24.2553333333333,0.166692614555359,-0.0132597840755737,28.7829921277556,-0.0011604938271605,5.53656790123457,0.840580940246582,0.00337449392712552,-3.35407489878545,-0.0210857142857143,45.4657333333333,0.113180078566074,-0.0240616734143069,51.733928025195,-0.0199649122807018,42.750701754386,0.0664319172501564,-0.0247859649122824,52.7250580296931,-0.00725000000000003,17.1175833333334,0.724828243255615,-0.00410418353576169,11.0422645074208
"26","UHLDINGEN","SEEFELDER AACH",9.24493,47.729498,-0.00787361111111111,17.0710041666667,0.0782422125339508,-0.00763897002277644,16.6328069116507,-0.0113846153846154,24.7440256410256,0.269900143146515,-0.00933368318651998,20.730488784171,-0.022551724137931,47.2565057471264,0.00769325206056237,-0.0193006747638336,40.8308708951887,-0.00890476190476191,19.3175,0.0514403507113457,-0.00711071535468439,15.9196067744192,-0.00417777777777778,9.90862222222222,0.347298741340637,-0.00553567509014991,12.5846008109921
"27","HAUSEN","ZABER",9.24,49.19,-0.00258133333333333,5.480904,0.0993263497948647,-0.0024613671422377,5.22881881029059,0.000952380952380951,-1.47530476190476,0.74376654624939,0.00109141700404856,-1.73571695006743,-0.00320952380952381,6.98479047619048,0.269900143146515,-0.00498894812792797,10.5828722761299,-0.00541754385964912,11.2144631578947,0.0221324749290943,-0.0059703103913632,12.3407541160597,-0.00268571428571428,5.70804761904761,0.113180078566074,-0.00288870445344142,6.11317130004523
"28","SACHSENHEIM","WERN",9.761058,50.022368,-0.00817142857142857,17.5147428571428,0.151801511645317,-0.00787596491228088,16.9244726630683,-0.00905555555555556,19.5161111111111,0.182655915617943,-0.0063315789473686,14.2015818713454,-0.0281666666666667,59.0195,0.174538046121597,-0.0293221997300951,61.4375362123271,-0.0203188405797101,42.2455072463768,0.0193678364157677,-0.0203603508771937,42.4007120107976,-0.00590277777777778,13.1163055555556,0.268584728240967,-0.00495944669365764,11.252201079623
"29","TAUBERBISCHOFSHEIM","TAUBER",9.665742,49.625874,0.0103333333333333,-17.746,0.580151200294495,0.00864628879892049,-14.3623073774181,0.01175,-19.8863333333334,0.40668249130249,0.0290618083670717,-53.4192899685113,0.00240860215053763,3.9102365591398,1,0.0119032388663961,-15.220426450741,-0.0147333333333333,34.2264,0.580151200294495,-0.00689500674763905,18.6578425551072,0.0095111111111111,-15.9668888888889,0.724828243255615,0.0119438596491228,-20.665958614485
"30","BAD MERGENTHEIM","TAUBER",9.773611,49.4925,-0.0126,26.6603333333334,0.363315880298615,-0.00844604925327001,18.4836125210041,0.00921759259259258,-16.2086898148148,0.355310440063477,0.0256453552016699,-48.3788487002435,-0.0216774193548387,48.2972043010752,0.116412602365017,-0.0288061301391831,62.9702762170489,-0.0273333333333333,57.334,0.123136289417744,-0.0271321766364838,56.9720503826924,-0.0126,26.9974,0.372365295886993,-0.00740663339440267,16.6208172459831
"31","PETTSTADT","REGNITZ",10.941275,49.834192,0.186315789473684,-341.369122807017,0.320064544677734,0.186902655535971,-341.829530912613,0.155714285714286,-273.159047619048,0.237301349639893,0.102944669365724,-166.061607737296,-0.224731182795699,496.236344086022,0.339342653751373,-0.215978407557368,479.951857849779,0.123111111111111,-207.623555555555,0.217931747436523,0.15181646423752,-265.844210526322,0.292962962962963,-552.092592592593,0.0198498964309692,0.321735647883145,-609.083501748377
"32","UNTERLANGENSTADT","RODACH",11.226675,50.181522,-0.0218257575757576,45.0529621212121,0.0282341577112675,-0.0247588537534935,50.9254768208094,-0.00870833333333334,21.0731666666667,0.919887661933899,0.0143356275303644,-24.4172442195233,-0.0684166666666667,140.85,0.00182186393067241,-0.0764990553306381,157.807358524524,-0.029,59.786,0.000323688553180546,-0.0347190688259125,71.4315273954147,-0.0246617647058823,50.8295343137255,0.0968465656042099,-0.0235730117854776,48.8509687052249
"33","RIEDERICH","ERMS",9.266819,48.559907,-0.00402777777777778,9.14463888888889,0.339342653751373,-0.00168588394062088,4.60344951866867,0.00983333333333333,-17.7273333333333,0.314534664154053,0.00611695006747631,-10.4095130994151,0.00197435897435897,-1.5735641025641,0.939871430397034,-0.00128515519568202,5.16788304093669,-0.00695238095238096,15.6153333333333,0.450660526752472,-0.00894275303643772,19.8275300044994,0.00375,-6.08325000000001,0.840580940246582,0.0020925506072872,-2.78723112910431
"34","WANNWEIL","ECHAZ",9.151828,48.51144,-0.00115238095238095,3.2493,0.924039781093597,-0.000636044681391256,2.28682102564111,0.00641666666666667,-11.2845,0.320064544677734,0.00862241250498672,-15.7022282783882,0.00133333333333333,-0.71199999999999,0.762861132621765,-0.00283522267206543,7.71757354925906,-0.00530864197530863,12.0188395061728,0.290949881076813,-0.0092667746288807,20.2182449842571,0.0029851851851852,-4.92322222222226,0.597485423088074,0.00380407557354923,-6.46809815564547
"35","RANGENDINGEN","STARZEL",8.886825,48.380713,0.000660606060606061,-1.09811515151515,0.792238473892212,0.000698970804452844,-1.16324958742161,0.00292083333333333,-5.35737708333333,0.375963449478149,0.00458128395495614,-8.64345569418209,-0.000311111111111114,1.22504444444445,0.74376654624939,7.6612685559785e-05,0.501037876743678,-0.000435238095238096,1.20440761904762,0.840364456176758,-0.000843160541899867,2.0539290151699,0.00119285714285714,-2.14515,0.722000360488892,0.00185818308439335,-3.44713157343922
"36","BAD IMNAU","EYACH",8.777782,48.403623,-0.000844444444444438,2.32077777777776,0.939871430397034,5.38596491228138e-05,0.56880635627529,0.0180952380952381,-34.8662476190476,0.0469932556152344,0.0153176788124157,-29.4165305443097,-0.00183333333333332,5.17299999999997,0.801475405693054,-0.00227221322537176,6.12699568151276,-0.00114166666666667,3.310425,0.74376654624939,-0.00145407557354964,4.04859388214202,0.000150000000000002,0.397499999999996,1,0.00301770580296902,-5.27668852901496
"37","KAPPELRODECK","ACHER",8.125898,48.584384,-0.00926060606060606,19.0240606060606,0.0368939004838467,-0.0122513630229422,25.0655430589299,-0.000504761904761905,2.03647619047619,0.939871430397034,0.0040146288798921,-6.88807390013507,-0.00773333333333333,16.6798666666667,0.19105039536953,-0.00950026990553386,20.2195876743156,-0.0164,33.5325333333333,0.00769325206056237,-0.0180288663967618,36.900683220874,-0.00582352941176471,12.2559607843137,0.237301290035248,-0.00749037786774672,15.6477540260917
"38","LAHR","SCHUTTER",7.868864,48.340419,-0.00318333333333334,6.80571666666667,0.119016230106354,-0.00312655870445348,6.69860623481789,0.00143157894736842,-2.16470877192982,0.435709953308105,0.00359808367071532,-6.45086669365736,-0.00523508771929824,11.2280421052632,0.208684682846069,-0.00671265856950096,14.2984966261814,-0.00654791666666667,13.6309291666667,0.0221324749290943,-0.00820161943319867,17.0033192082777,-0.00229411764705882,5.05900784313726,0.314534664154053,-0.00224789473684218,4.9698322087271
"39","ROCKENAU SKA","NECKAR",9.005032,49.438249,-0.200588235294118,445.610784313726,0.302589476108551,-0.21361808367072,474.687335582557,0.11,-140.333333333333,0.762861132621765,0.137539811066122,-197.334048133145,-0.665714285714286,1423.46857142857,0.0416852757334709,-0.716083670715295,1535.82699955025,-0.447017543859649,955.10947368421,0.131393730640411,-0.53453576248316,1137.21528565008,-0.086666666666666,222.893333333332,0.546208381652832,-0.112534412955475,276.050706252831
"40","LAUFFEN","NECKAR",9.145666,49.073397,-0.153148148148148,335.874814814815,0.151801511645317,-0.147168690958168,325.682862798027,0.0209195402298851,8.1602298850573,0.801475405693054,0.0677031039136292,-86.6191884840285,-0.45283950617284,962.847407407407,0.0627947747707367,-0.501549257759814,1067.55355825467,-0.3528,750.893333333333,0.097016803920269,-0.431141700404879,908.95297345933,-0.090952380952381,213.100476190476,0.37884122133255,-0.0725978407557418,178.934484930287
"41","PLOCHINGEN","NECKAR",9.419,48.707,-0.0514285714285715,117.064761904762,0.513279914855957,-0.0410844804318507,97.8455003148935,0.122,-217.392,0.27961540222168,0.130432793522266,-235.055291003147,-0.19939393939394,429.992727272728,0.166692614555359,-0.213040485829978,460.814304993289,-0.126666666666667,274.96,0.144746616482735,-0.175295546558717,374.735879442221,0.00766666666666662,0.797333333333423,0.979940176010132,0.00534102564102173,6.70476923077705
"42","ROTTWEIL","NECKAR",8.618248,48.168228,-0.0015741935483871,4.27338494623656,0.580151200294495,-0.000922186234817975,3.08595968511053,0.0148888888888889,-27.5046666666666,0.151801466941833,0.00903101214574898,-15.8590479802069,-0.00982222222222221,22.3196888888889,0.290949881076813,-0.011687179487182,26.2710940170991,-0.00533333333333332,12.4746666666666,0.615051329135895,-0.0072006747638329,16.3379649122812,0.00136111111111112,-1.39533333333335,0.860288739204407,0.00259500674763828,-3.83640494826802
"43","WENDLINGEN (KLA)","NECKAR",9.382104,48.675446,-0.0666666666666667,145.239333333333,0.279615342617035,-0.0496012145749001,112.045255285653,0.0922916666666667,-162.960833333333,0.314534664154053,0.0827518218623474,-144.857114125055,-0.170952380952381,367.672380952381,0.102185882627964,-0.172160593792186,372.347854251038,-0.106153846153846,230.654871794872,0.166692614555359,-0.1339762483131,288.011334233037,-0.000833333333333316,14.5258333333333,0.939871430397034,-0.00435775978407765,22.868562303198
"44","MECKESHEIM","ELSENZ",8.818847,49.321958,-0.00178181818181818,4.44133333333332,0.502158224582672,-0.00241861200272365,5.73817150569046,0.00137285714285714,-1.58831642857143,0.802461385726929,0.00267402304442378,-4.14464870371494,-0.0164444444444444,34.5028888888889,0.118128500878811,-0.0136176245574102,28.9576646876581,-0.00992197530864198,21.1915180246914,0.199081182479858,-0.013917548186718,29.1810763801349,-0.00363045843045843,8.25539331779332,0.284975290298462,-0.00478964947696826,10.6098932811321
"45","MOSBACH","ELZ",9.128615,49.345874,0.000266666666666666,-0.171466666666666,0.979940176010132,0.000335937921727384,-0.295201443994579,0.0010989898989899,-1.58889898989899,0.762861132621765,0.00274107962213221,-4.76125577147989,-0.00448571428571428,9.96189523809523,0.326785802841187,-0.00447009446693697,10.0604282501133,-0.00250222222222222,5.51673333333333,0.37884122133255,-0.00159256410256415,3.69886324786334,0.00055632183908046,-0.726687356321839,0.706056833267212,0.000537665317138964,-0.68518362573092
"46","GUTACH ELZ","ELZ",7.990062,48.119069,-0.0257142857142857,53.3627619047619,0.205247104167938,-0.021439150922098,44.8358218417397,0.00781818181818176,-11.2709696969696,0.713049173355103,0.0205840421324118,-36.6008268092037,-0.0143157894736842,32.9427368421053,0.339342653751373,-0.00977327935222818,24.7457210976188,-0.0404,83.4478666666667,0.0236392170190811,-0.039577732793523,82.1404570400375,-0.00777777777777777,17.8737777777778,0.650845050811768,-0.00716044534412924,16.6302770130448
"47","OHRNBERG","OHRN",9.456837,49.249141,-0.0012767032967033,2.92356358974359,0.545656085014343,-0.00226850243813393,4.9128860839482,0.00483393939393939,-9.00764363636364,0.525251746177673,0.00672301494171937,-12.7325022399539,-0.00977777777777778,20.5648888888889,0.0690695494413376,-0.011084319947478,23.2547854542806,-0.00573703703703703,12.0302703703704,0.0416852757334709,-0.00763946018893425,15.886805847954,-0.00206666666666666,4.52173333333332,0.339342653751373,-0.00303557354925792,6.50256248313122
"48","PFORZHEIM","WURM",8.698923,48.884361,-0.00856190476190477,18.3994857142857,0.0702408701181412,-0.00814052631578968,17.6123770625285,6.92307692307701e-05,1.47220512820513,0.820972561836243,0.00391542510121441,-6.04857580296864,-0.0166444444444444,35.7432888888889,0.092058964073658,-0.0167685560053995,36.0637786774657,-0.0197083333333333,41.3662083333333,0.0392275042831898,-0.021518879892039,45.073330724249,-0.00961904761904761,20.5997142857143,0.0873067304491997,-0.0098111740890695,21.1339447593356
"49","SCHAFHAUSEN","WURM",8.897686,48.724098,-0.00405396825396825,8.97460952380952,0.47035139799118,-0.00247372026288992,5.84525663241689,0.00117575757575758,-1.26655757575758,1,0.00187847503373808,-2.63398441295524,-0.0120984126984127,25.8008476190476,0.0392275042831898,-0.0126722267206487,26.9836004498443,-0.0139777777777778,29.3755555555556,0.0236392170190811,-0.0120134682861008,25.4080511021162,-0.00632972972972973,13.6049567567568,0.0514403507113457,-0.00526891207468821,11.5687863027465
"50","DENKENDORF","KORSCH",9.318533,48.695677,-0.00153888888888889,3.61921111111111,0.0664319172501564,-0.00186098515519576,4.28291445344145,0.00129166666666667,-1.87813333333333,0.435709953308105,0.00346900134952765,-6.16592856950065,-0.00259166666666667,6.00913333333335,0.217931687831879,-0.00382430499325282,8.5640561403518,-0.00414871794871795,8.99045128205129,0.102185882627964,-0.00449854251012167,9.73990724246557,-0.00185066666666667,4.28647466666667,0.0627947747707367,-0.000900350877193156,2.4083530364376
"51","ALTENSTEIG","NAGOLD",8.603951,48.586485,-0.00572444444444444,12.3117933333333,0.123764976859093,-0.00561310557981129,12.0906697288864,-0.0086,18.61,0.37884122133255,-0.00663800269905559,14.6849485919933,-0.00826666666666664,17.9770666666666,0.37884122133255,-0.0122036302294205,26.065207467388,-0.00528055555555556,11.584175,0.107571788132191,-0.00808686909581692,17.2321518668475,-0.00579354838709678,12.4859935483871,0.186425775289536,-0.00556432686681389,12.0675512100347
"52","MURR","MURR",9.261206,48.959297,-0.0128333333333333,27.6479999999999,0.097016803920269,-0.0126414304993254,27.2776554655875,0.00247619047619049,-2.03733333333336,0.762861132621765,0.0147252361673413,-26.3291659019341,-0.0307733333333333,65.1476533333333,0.0392275042831898,-0.0315507422402176,67.0219460188968,-0.0318958333333333,66.4716666666667,0.00255073327571154,-0.0352514170040498,73.3470049482706,-0.00948717948717948,21.0524102564103,0.352204918861389,-0.00986680161943363,21.8650220422861
"53","OPPENWEILER","MURR",9.458716,48.984121,-0.00278181818181818,6.3048303030303,0.339342653751373,-0.00322171390013496,7.19140437696808,0.00351111111111109,-5.89386666666663,0.563056468963623,0.00858605937921727,-15.9065361178587,-0.00684444444444445,15.1200888888889,0.166692614555359,-0.00754423751686959,16.7008887089529,-0.00827619047619048,17.5932380952381,0.0111003182828426,-0.00982093117408948,20.7120538011704,-0.00236666666666666,5.49939999999998,0.435709893703461,-0.00212221322537115,5.03554098065683
"54","MITTELROT","FICHTENBERGER ROT",9.740556,48.985379,-0.00205454545454546,4.50483636363636,0.237301290035248,-0.00191218623481784,4.24080558254617,0.00180740740740741,-2.88737777777778,0.74376654624939,0.00409124156545203,-7.33376624831297,-0.00733333333333333,15.5410666666667,0.0368939004838467,-0.00980368421052685,20.6606385065238,-0.00366458333333333,7.90185,0.0783965140581131,-0.0044721322537114,9.52946963562793,-0.00177142857142857,3.97433333333333,0.237301290035248,-0.00133008097165998,3.10017732793535
"55","SCHWABSBERG","JAGST",10.139614,48.932547,-0.000324705882352941,0.868216470588235,0.389889538288116,-0.000836324653918144,1.90388869362617,0.00666666666666671,-12.6840000000001,0.0970168113708496,0.0112578137651822,-21.7263423661718,-0.00606740196078431,12.7503921568627,0.0752507224678993,-0.00720163467139235,15.109900317267,-0.00202222222222222,4.32641111111111,0.160631135106087,-0.00372381569756071,7.75527199418817,0.00111111111111111,-1.97888888888889,0.580151200294495,0.00126723346828603,-2.25677121007634
"56","UNTERGRIESHEIM","JAGST",9.219941,49.268549,-0.01008,24.5762666666666,0.563056409358978,-0.012541565452092,29.6792389113815,-0.0012121212121212,9.64109090909088,0.860288739204407,0.0210068825910929,-33.7232540260904,-0.0866451612903226,185.25064516129,0.107571788132191,-0.0965755735492624,206.599950517328,-0.06,126.308,0.0593238435685635,-0.0651978407557375,137.205031938825,-0.00276190476190477,10.1110476190476,0.580151200294495,-0.00766477732793578,20.1136743139912
